Altium Designer Pick and Place Locations
C:\Users\tcha\AppData\Local\TempReleases\Snapshot\3\Assembly C213_noJTAG\ALPS-HPG_revC\Pick Place\Pick Place for ALPS-HPG(C213_noJTAG).txt

========================================================================================================================
File Design Information:

Date:       07/04/23
Time:       13:36
Revision:   Not in VersionControl
Variant:    C213_noJTAG
Units used: mm

Designator Comment                  Layer       Footprint                       Center-X(mm) Center-Y(mm) Rotation Description                                                                                                                       Variation    
R51        UBXH18-00070853K3        TopLayer    RES_0603_HD                     57.0750      73.9400      270      "RES THICK FILM CHIP 0603 3K3 5% 100mW"                                                                                           Fitted       
R52        UBXH18-0007065470R       TopLayer    RES_0603_HD                     57.6500      68.8900      0        "RES THICK FILM CHIP 0603 470R 5% 100mW"                                                                                          Fitted       
R53        UBXH18-00030020R         TopLayer    RES_0402_HD                     -56.4000     14.9000      0        "RES THICK FILM CHIP 0402 0R 0 100mW"                                                                                             "Not Fitted" 
R55        UBXH18-00030020R         TopLayer    RES_0402_HD                     -56.4000     15.8000      0        "RES THICK FILM CHIP 0402 0R 0 100mW"                                                                                             "Not Fitted" 
R56        UBXH18-00030010R         TopLayer    RES_0603_HD                     12.8000      75.6000      0        "RES THICK FILM CHIP 0603 0R 0 100mW"                                                                                             Fitted       
R57        UBXH18-000006510K        TopLayer    RES_0402_HD                     16.0000      78.3000      180      "RES THICK FILM CHIP 0402 10K 1% 63mW"                                                                                            Fitted       
R58        UBXH18-00030010R         TopLayer    RES_0603_HD                     13.9000      72.3000      0        "RES THICK FILM CHIP 0603 0R 0 100mW"                                                                                             Fitted       
R59        UBXH18-000006510K        TopLayer    RES_0402_HD                     16.0000      74.6000      0        "RES THICK FILM CHIP 0402 10K 1% 63mW"                                                                                            Fitted       
R60        UBXH18-00004434K7        TopLayer    RES_0402_HD                     60.4677      51.9709      90       "RES THICK FILM CHIP 0402 4K7 5% 4K7 5% 63mW"                                                                                     Fitted       
R61        UBXH18-00004434K7        TopLayer    RES_0402_HD                     58.5610      51.9709      90       "RES THICK FILM CHIP 0402 4K7 5% 4K7 5% 63mW"                                                                                     Fitted       
R62        UBXH18-00004530R         TopLayer    RES_0805_HD                     45.1000      42.8000      90       "RES THICK FILM CHIP 0805 0R 5% 150V 250mW"                                                                                       Fitted       
R63        UBXH18-000807816K        TopLayer    RES_0402_HD                     45.4000      47.2000      90       "RES THICK FILM CHIP 0402 16K 5% 100mW"                                                                                           Fitted       
R64        UBXH18-0000518300K       TopLayer    RES_0402_HD                     44.1000      46.8000      180      "RES THICK FILM CHIP 0402 300K 1% 100mW"                                                                                          Fitted       
R65        UBXH18-0003002100k       TopLayer    RES_0402_HD                     44.8000      45.7000      0        "RES THICK FILM CHIP 0402 100k 0 100mW"                                                                                           Fitted       
R66        UBXH18-0000005100K       TopLayer    RES_0402_HD                     44.1000      47.8000      180      "RES THICK FILM CHIP 0402 100K 1% 63mW"                                                                                           Fitted       
R69        UBXH18-00030020R         TopLayer    RES_0402_HD                     49.7250      47.3750      90       "RES THICK FILM CHIP 0402 0R 0 100mW"                                                                                             Fitted       
R70        UBXH18-00030020R         TopLayer    RES_0402_HD                     55.2441      47.0495      180      "RES THICK FILM CHIP 0402 0R 0 100mW"                                                                                             "Not Fitted" 
R71        UBXH18-00030020R         TopLayer    RES_0402_HD                     49.7250      45.7250      90       "RES THICK FILM CHIP 0402 0R 0 100mW"                                                                                             "Not Fitted" 
R72        UBXH18-00080371k         TopLayer    RES_0402_HD                     35.0000      21.2000      180      "RES THICK FILM CHIP 0402 1k 5% 63mW"                                                                                             Fitted       
R73        UBXH18-00080491K0        TopLayer    RES_0402_HD                     -57.6000     19.3000      90       "RES THICK FILM CHIP 0402 1K0 5% 100mW"                                                                                           Fitted       
R74        UBXH18-0008041470R       TopLayer    RES_0402_HD                     -56.1250     21.0500      270      "RES THICK FILM CHIP 0402 470R 5% 100mW"                                                                                          Fitted       
R75        UBXH18-00000200R         TopLayer    RES_1206                        -49.3000     7.8000       270      "RES THICK FILM CHIP 1206 0R 0 2A"                                                                                                "Not Fitted" 
R76        UBXH18-00004530R         TopLayer    RES_0805_HD                     49.3000      42.8000      90       "RES THICK FILM CHIP 0805 0R 5% 150V 250mW"                                                                                       "Not Fitted" 
R77        UBXH18-00030020R         TopLayer    RES_0402_HD                     53.8000      80.3000      180      "RES THICK FILM CHIP 0402 0R 0 100mW"                                                                                             Fitted       
R78        UBXH18-00030020R         TopLayer    RES_0402_HD                     55.5000      80.3000      180      "RES THICK FILM CHIP 0402 0R 0 100mW"                                                                                             "Not Fitted" 
R79        UBXH18-00030020R         TopLayer    RES_0402_HD                     53.8000      81.7000      180      "RES THICK FILM CHIP 0402 0R 0 100mW"                                                                                             Fitted       
R80        UBXH18-00030020R         TopLayer    RES_0402_HD                     55.5000      81.7000      180      "RES THICK FILM CHIP 0402 0R 0 100mW"                                                                                             "Not Fitted" 
R81        UBXH18-00030020R         TopLayer    RES_0402_HD                     53.8000      83.1000      180      "RES THICK FILM CHIP 0402 0R 0 100mW"                                                                                             Fitted       
R82        UBXH18-00030020R         TopLayer    RES_0402_HD                     55.5000      83.1000      180      "RES THICK FILM CHIP 0402 0R 0 100mW"                                                                                             "Not Fitted" 
R83        UBXH18-00030020R         TopLayer    RES_0402_HD                     53.8000      84.4000      180      "RES THICK FILM CHIP 0402 0R 0 100mW"                                                                                             Fitted       
R84        UBXH18-00030020R         TopLayer    RES_0402_HD                     55.5000      84.4000      180      "RES THICK FILM CHIP 0402 0R 0 100mW"                                                                                             "Not Fitted" 
R85        UBXH18-00030020R         TopLayer    RES_0402_HD                     37.2500      75.9000      90       "RES THICK FILM CHIP 0402 0R 0 100mW"                                                                                             "Not Fitted" 
R86        UBXH18-00004434K7        TopLayer    RES_0402_HD                     49.4000      59.6000      180      "RES THICK FILM CHIP 0402 4K7 5% 4K7 5% 63mW"                                                                                     "Not Fitted" 
R87        UBXH18-00004434K7        TopLayer    RES_0402_HD                     40.1000      51.6000      180      "RES THICK FILM CHIP 0402 4K7 5% 4K7 5% 63mW"                                                                                     Fitted       
R88        UBXH18-00004434K7        TopLayer    RES_0402_HD                     48.8000      51.6000      180      "RES THICK FILM CHIP 0402 4K7 5% 4K7 5% 63mW"                                                                                     Fitted       
R89        UBXH18-000006510K        TopLayer    RES_0402_HD                     -41.1000     72.9000      0        "RES THICK FILM CHIP 0402 10K 1% 63mW"                                                                                            Fitted       
R90        UBXH18-00030020R         TopLayer    RES_0402_HD                     -42.2000     85.8000      270      "RES THICK FILM CHIP 0402 0R 0 100mW"                                                                                             Fitted       
R91        UBXH18-00030020R         TopLayer    RES_0402_HD                     -53.4000     82.4000      0        "RES THICK FILM CHIP 0402 0R 0 100mW"                                                                                             "Not Fitted" 
R92        UBXH18-00030020R         TopLayer    RES_0402_HD                     46.9000      45.7000      180      "RES THICK FILM CHIP 0402 0R 0 100mW"                                                                                             Fitted       
R5_1       UBXH18-000801127R        TopLayer    RES_0402_HD                     19.1000      78.4000      270      "RES THICK FILM CHIP 0402 27R 5% 100mW"                                                                                           Fitted       
R5_2       UBXH18-000801127R        TopLayer    RES_0402_HD                     5.9000       78.6000      270      "RES THICK FILM CHIP 0402 27R 5% 100mW"                                                                                           Fitted       
R6_1       UBXH18-000801127R        TopLayer    RES_0402_HD                     19.9000      78.4000      270      "RES THICK FILM CHIP 0402 27R 5% 100mW"                                                                                           Fitted       
R6_2       UBXH18-000801127R        TopLayer    RES_0402_HD                     6.7000       78.6000      270      "RES THICK FILM CHIP 0402 27R 5% 100mW"                                                                                           Fitted       
R54_1      UBXH18-00080665K1        TopLayer    RES_0402_HD                     24.0000      84.0000      180      "RES THICK FILM CHIP 0402 5K1 5% 100mW"                                                                                           Fitted       
R54_2      UBXH18-00080665K1        TopLayer    RES_0402_HD                     11.1500      84.3750      180      "RES THICK FILM CHIP 0402 5K1 5% 100mW"                                                                                           Fitted       
R67_1      UBXH18-00080665K1        TopLayer    RES_0402_HD                     15.8250      82.4750      180      "RES THICK FILM CHIP 0402 5K1 5% 100mW"                                                                                           Fitted       
R67_2      UBXH18-00080665K1        TopLayer    RES_0402_HD                     2.6750       82.4500      180      "RES THICK FILM CHIP 0402 5K1 5% 100mW"                                                                                           Fitted       
R68_1      UBXH18-000044010K        TopLayer    RES_0402_HD                     15.8250      83.3250      0        "RES THICK FILM CHIP 0402 10K 5% YAGEO 10K 5% 63mW"                                                                               Fitted       
R68_2      UBXH18-000044010K        TopLayer    RES_0402_HD                     2.6750       83.3250      0        "RES THICK FILM CHIP 0402 10K 5% YAGEO 10K 5% 63mW"                                                                               Fitted       
RGB        115-00026                TopLayer    LED_1616                        27.0750      91.6000      270      "LED RGB SMT 0606"                                                                                                                Fitted       
RTS        TP                       TopLayer    TP12R                           8.4000       71.0000      90       "Testpoint, Round 1.0mm Dia"                                                                                                      Fitted       
RX         TP                       TopLayer    TP12R                           10.2000      74.5000      0        "Testpoint, Round 1.0mm Dia"                                                                                                      Fitted       
SUS        TP                       TopLayer    TP12R                           2.4000       69.4000      90       "Testpoint, Round 1.0mm Dia"                                                                                                      Fitted       
SW1        OS102011MA1QN1           TopLayer    OS102011MA1QN1                  -46.6000     90.5000      180      Switch                                                                                                                            Fitted       
SYS_OUT    TP                       TopLayer    TP12R                           38.8000      17.2000      90       "Testpoint, Round 1.0mm Dia"                                                                                                      Fitted       
THM        TP                       TopLayer    TP12R                           25.6000      27.6000      90       "Testpoint, Round 1.0mm Dia"                                                                                                      Fitted       
TP5        DFT_TP                   BottomLayer TP10R                           66.2000      80.5000      90       "Testpoint, Round 1.0mm Dia"                                                                                                      Fitted       
TP23       DFT_TP                   BottomLayer TP10R                           -51.2000     13.4000      90       "Testpoint, Round 1.0mm Dia"                                                                                                      Fitted       
TP30       DFT_TP                   BottomLayer TP10R                           19.0500      44.4500      90       "Testpoint, Round 1.0mm Dia"                                                                                                      Fitted       
TP31       DFT_TP                   BottomLayer TP10R                           19.0500      46.9900      90       "Testpoint, Round 1.0mm Dia"                                                                                                      Fitted       
TP55       DFT_TP                   BottomLayer TP10R                           -50.1000     85.7000      90       "Testpoint, Round 1.0mm Dia"                                                                                                      Fitted       
TX         TP                       TopLayer    TP12R                           8.4000       73.3000      0        "Testpoint, Round 1.0mm Dia"                                                                                                      Fitted       
U1         NORA-W106-PT3            TopLayer    NORA_LGA82R_1430X1040X180_ANT   36.7000      85.6500      90       "u-blox NORA-W106 WiFi + BLE module - dual core"                                                                                  Alternate    
U2         MX25R6435FZNIL0          TopLayer    SON127P600X500X80-9N-D          49.4350      68.5000      270      "Integrated Circuit"                                                                                                              "Not Fitted" 
U4         S-82N1A                  TopLayer    SOTFL50P180X50-6N               -55.3750     18.9000      90       "BATTERY PROTECTION IC WITH CHARGE-DISCHARGE CONTROL FUNCTION FOR 1-CELL PACK"                                                    Fitted       
U5         HCPL-073L-000E           TopLayer    SOP127P600X330-8N               59.5000      64.0900      270      "Low Input Current, High Gain, LVTTL/LVCMOS Compatible Optocoupler"                                                               Fitted       
U6         SN74LVC2G07DBVR          TopLayer    SOT95P280X145-6N                59.5000      55.8000      270      "Dual Buffer and Driver With Open-Drain Outputs"                                                                                  Alternate    
U7         TPS61230ARNSR            TopLayer    FP-RNS0007A-MFG                 40.8550      47.1000      270      "IC REG BOOST ADJUSTABLE 6A 7VQFN"                                                                                                Fitted       
U8         NCP690MN33T2G            TopLayer    SON95P300X300X100-7N            52.3000      46.1000      180      "Integrated Circuit"                                                                                                              Fitted       
U10        MAX8934DETI+             TopLayer    QFN40P400X400X80-29N            41.2200      23.2250      180      "Integrated Circuit"                                                                                                              Fitted       
U3A        CP2102N-A02-GQFN24       TopLayer    FP-CP2102N-A02-GQFN24-MFG       4.2202       73.1643      270      "IC USB TO UART BRIDGE QFN24"                                                                                                     Fitted       
U9B        SN74LVC1G06DBVR          TopLayer    SOT95P280X145-5N                -44.3000     72.9000      180      "Integrated Circuit"                                                                                                              Fitted       
USB_OK     TP                       TopLayer    TP12R                           55.8800      24.1300      180      "Testpoint, Round 1.0mm Dia"                                                                                                      Fitted       
3V3_OUT    TP                       TopLayer    TP12R                           49.3000      49.1000      180      "Testpoint, Round 1.0mm Dia"                                                                                                      Fitted       
5V_OUT     TP                       TopLayer    TP12R                           37.3000      50.2000      180      "Testpoint, Round 1.0mm Dia"                                                                                                      Fitted       
VDD_CP     TP                       TopLayer    TP12R                           -0.7000      79.5000      90       "Testpoint, Round 1.0mm Dia"                                                                                                      Fitted       
VLOGIC     TP                       TopLayer    TP12R                           36.6000      27.6000      90       "Testpoint, Round 1.0mm Dia"                                                                                                      Fitted       
VUSB_IN    TP                       TopLayer    TP12R                           22.6000      80.1000      90       "Testpoint, Round 1.0mm Dia"                                                                                                      Fitted       
WT         TP                       TopLayer    TP12R                           62.4250      54.3500      0        "Testpoint, Round 1.0mm Dia"                                                                                                      Fitted       
